sp_id	sp_gq_id	age	sex
938443064	450004707	19	F
938443063	450004707	19	F
938443062	450004707	19	F
938443061	450004707	18	F
938443060	450004707	19	F
938443059	450004707	19	F
938443058	450004707	18	F
938443057	450004707	23	F
938443056	450004707	19	F
938443055	450004707	21	F
938443054	450004707	19	F
938443053	450004707	22	F
938443052	450004707	18	F
938443051	450004707	23	F
938443050	450004707	22	F
938443049	450004707	24	F
938443048	450004707	19	F
938443047	450004707	19	F
938443046	450004707	19	F
938443045	450004707	20	F
938443044	450004707	21	F
938443043	450004707	24	F
938443042	450004707	20	F
938443041	450004707	23	F
938443040	450004707	19	F
938443039	450004707	21	F
938443038	450004707	18	F
938443037	450004707	57	F
938443036	450004707	18	F
938443035	450004707	23	F
938443034	450004707	21	F
938443033	450004707	19	F
938443032	450004707	18	F
938443031	450004707	20	F
938443030	450004707	24	F
938443029	450004707	18	F
938443028	450004707	20	F
938443027	450004707	19	F
938443026	450004707	18	F
938443025	450004707	19	F
938443024	450004707	19	F
938443023	450004707	18	F
938443022	450004707	21	F
938443021	450004707	18	F
938443020	450004707	19	F
938443019	450004707	21	F
938443018	450004707	19	F
938443017	450004707	19	F
938443016	450004707	21	F
938443015	450004707	21	F
938443014	450004707	23	F
938443013	450004707	24	F
938443012	450004707	19	F
938443011	450004707	19	F
938443010	450004707	19	F
938443009	450004707	18	F
938443008	450004707	18	F
938443007	450004707	20	F
938443006	450004707	29	F
938443005	450004707	19	F
938443004	450004707	18	F
938443003	450004707	22	F
938443002	450004707	18	F
938443001	450004707	18	F
938443000	450004707	18	F
938442999	450004707	19	F
938442998	450004707	18	F
938442997	450004707	18	F
938442996	450004707	19	F
938442995	450004707	23	F
938442994	450004707	19	F
938442993	450004707	21	F
938442992	450004707	24	F
938442991	450004707	19	F
938442990	450004707	19	F
938442989	450004707	24	F
938442988	450004707	19	F
938442987	450004707	19	F
938442986	450004707	18	F
938442985	450004707	18	F
938442984	450004707	20	F
938442983	450004707	20	F
938442982	450004707	19	F
938442981	450004707	22	F
938442980	450004707	22	F
938442979	450004707	22	F
938442978	450004707	19	F
938442977	450004707	20	F
938442976	450004707	20	F
938442975	450004707	18	F
938442974	450004707	19	F
938442973	450004707	20	F
938442972	450004707	19	F
938442971	450004707	19	F
938442970	450004707	19	F
938442969	450004707	20	F
938442968	450004707	19	F
938442967	450004707	20	F
938442966	450004707	19	F
938442965	450004707	20	F
938442964	450004707	19	F
938442963	450004707	18	F
938442962	450004707	20	F
938442961	450004707	35	F
938442960	450004707	18	F
938442959	450004707	19	F
938442958	450004707	19	F
938442957	450004707	18	F
938442956	450004707	19	F
938442955	450004707	18	F
938442954	450004707	18	F
938442953	450004707	19	F
938442952	450004707	21	F
938442951	450004707	19	F
938442950	450004707	23	F
938442949	450004707	20	F
938442948	450004707	19	F
938442947	450004707	25	F
938442946	450004707	19	F
938442945	450004707	18	F
938442944	450004707	22	F
938442943	450004707	19	F
938442942	450004707	19	F
938442941	450004707	22	F
938442940	450004707	23	F
938442939	450004707	18	F
938442938	450004707	18	F
938442937	450004707	19	F
938442936	450004707	19	F
938442935	450004707	18	F
938442934	450004707	23	F
938442933	450004707	19	F
938442932	450004707	19	F
938442931	450004707	23	F
938442930	450004707	18	F
938442929	450004707	21	F
938442928	450004707	24	F
938442927	450004707	19	F
938442926	450004707	19	F
938442925	450004707	21	F
938442924	450004707	20	F
938442923	450004707	19	F
938442922	450004707	22	F
938442921	450004707	19	F
938442920	450004707	19	F
938442919	450004707	18	F
938442918	450004707	19	F
938442917	450004707	18	F
938442916	450004707	18	F
938442915	450004707	19	F
938442914	450004707	18	F
938442913	450004707	19	F
938442912	450004707	19	F
938442911	450004707	19	F
938442910	450004707	19	F
938442909	450004707	19	F
938442908	450004707	20	F
938442907	450004707	18	F
938442906	450004707	23	F
938442905	450004707	21	F
938442904	450004707	20	F
938442903	450004707	22	F
938442902	450004707	20	F
938442901	450004707	23	F
938442900	450004707	19	F
938442899	450004707	20	F
938442898	450004707	21	F
938442897	450004707	19	F
938442896	450004707	19	F
938442895	450004707	19	F
938442894	450004707	20	F
938442893	450004707	18	F
938442892	450004707	19	F
938442891	450004707	20	F
938442890	450004707	19	F
938442889	450004707	19	F
938442888	450004707	22	F
938442887	450004707	20	F
938442886	450004707	22	F
938442885	450004707	19	F
938442884	450004707	18	F
938442883	450004707	20	F
938442882	450004707	19	F
938442881	450004707	20	F
938442880	450004707	22	F
938442879	450004707	19	F
938442878	450004707	19	F
938442877	450004707	22	F
938442876	450004707	19	F
938442875	450004707	19	F
938442874	450004707	18	F
938442873	450004707	18	F
938442872	450004707	22	F
938442871	450004707	19	F
938442870	450004707	21	F
938442869	450004707	21	F
938442868	450004707	18	F
938442867	450004707	18	F
938442866	450004707	18	F
938442865	450004707	20	F
938442864	450004707	22	F
938442863	450004707	24	F
938442862	450004707	20	F
938442861	450004707	19	F
938442860	450004707	20	F
938442859	450004707	18	F
938442858	450004707	18	F
938442857	450004707	22	F
938442856	450004707	18	F
938442855	450004707	23	F
938442854	450004707	22	F
938442853	450004707	19	F
938442852	450004707	19	F
938442851	450004707	19	F
938442850	450004707	19	F
938442849	450004707	24	F
938442848	450004707	18	F
938442847	450004707	22	F
938442846	450004707	19	F
938442845	450004707	21	F
938442844	450004707	20	F
938442843	450004707	20	F
938442842	450004707	20	F
938442841	450004707	21	F
938442840	450004707	21	F
938442839	450004707	19	F
938442838	450004707	24	F
938442837	450004707	18	F
938442836	450004707	19	F
938442835	450004707	18	F
938442834	450004707	21	F
938442833	450004707	24	F
938442832	450004707	19	F
938442831	450004707	19	F
938442830	450004707	51	F
938442829	450004707	27	F
938442828	450004707	21	F
938442827	450004707	23	F
938442826	450004707	19	F
938442825	450004707	24	F
938442824	450004707	20	F
938442823	450004707	29	F
938442822	450004707	23	F
938442821	450004707	24	F
938442820	450004707	22	F
938442819	450004707	19	F
938442818	450004707	23	F
938442817	450004707	21	F
938442816	450004707	18	F
938442815	450004707	18	F
938442814	450004707	23	F
938442813	450004707	21	F
938442812	450004707	23	F
938442811	450004707	22	F
938442810	450004707	22	F
938442809	450004707	21	F
938442808	450004707	22	F
938442807	450004707	16	F
938442806	450004707	17	F
938442805	450004707	18	M
938442804	450004707	18	M
938442803	450004707	19	M
938442802	450004707	21	M
938442801	450004707	19	M
938442800	450004707	20	M
938442799	450004707	25	M
938442798	450004707	22	M
938442797	450004707	23	M
938442796	450004707	21	M
938442795	450004707	19	M
938442794	450004707	22	M
938442793	450004707	19	M
938442792	450004707	22	M
938442791	450004707	19	M
938442790	450004707	19	M
938442789	450004707	19	M
938442788	450004707	19	M
938442787	450004707	19	M
938442786	450004707	19	M
938442785	450004707	18	M
938442784	450004707	20	M
938442783	450004707	23	M
938442782	450004707	19	M
938442781	450004707	18	M
938442780	450004707	58	M
938442779	450004707	20	M
938442778	450004707	19	M
938442777	450004707	28	M
938442776	450004707	18	M
938442775	450004707	22	M
938442774	450004707	18	M
938442773	450004707	21	M
938442772	450004707	20	M
938442771	450004707	21	M
938442770	450004707	20	M
938442769	450004707	18	M
938442768	450004707	22	M
938442767	450004707	22	M
938442766	450004707	19	M
938442765	450004707	30	M
938442764	450004707	21	M
938442763	450004707	18	M
938442762	450004707	22	M
938442761	450004707	20	M
938442760	450004707	21	M
938442759	450004707	23	M
938442758	450004707	22	M
938442757	450004707	20	M
938442756	450004707	19	M
938442755	450004707	20	M
938442754	450004707	27	M
938442753	450004707	19	M
938442752	450004707	23	M
938442751	450004707	19	M
938442750	450004707	19	M
938442749	450004707	20	M
938442748	450004707	22	M
938442747	450004707	19	M
938442746	450004707	19	M
938442745	450004707	24	M
938442744	450004707	19	M
938442743	450004707	20	M
938442742	450004707	18	M
938442741	450004707	19	M
938442740	450004707	19	M
938442739	450004707	18	M
938442738	450004707	24	M
938442737	450004707	21	M
938442736	450004707	18	M
938442735	450004707	20	M
938442734	450004707	19	M
938442733	450004707	18	M
938442732	450004707	18	M
938442731	450004707	19	M
938442730	450004707	27	M
938442729	450004707	19	M
938442728	450004707	20	M
938442727	450004707	19	M
938442726	450004707	21	M
938442725	450004707	21	M
938442724	450004707	19	M
938442723	450004707	18	M
938442722	450004707	18	M
938442721	450004707	18	M
938442720	450004707	18	M
938442719	450004707	19	M
938442718	450004707	18	M
938442717	450004707	22	M
938442716	450004707	18	M
938442715	450004707	23	M
938442714	450004707	18	M
938442713	450004707	20	M
938442712	450004707	20	M
938442711	450004707	19	M
938442710	450004707	19	M
938442709	450004707	24	M
938442708	450004707	19	M
938442707	450004707	20	M
938442706	450004707	19	M
938442705	450004707	19	M
938442704	450004707	25	M
938442703	450004707	22	M
938442702	450004707	19	M
938442701	450004707	21	M
938442700	450004707	23	M
938442699	450004707	20	M
938442698	450004707	21	M
938442697	450004707	19	M
938442696	450004707	19	M
938442695	450004707	20	M
938442694	450004707	21	M
938442693	450004707	22	M
938442692	450004707	19	M
938442691	450004707	19	M
938442690	450004707	21	M
938442689	450004707	24	M
938442688	450004707	20	M
938442687	450004707	24	M
938442686	450004707	24	M
938442685	450004707	19	M
938442684	450004707	18	M
938442683	450004707	18	M
938442682	450004707	19	M
938442681	450004707	19	M
938442680	450004707	18	M
938442679	450004707	19	M
938442678	450004707	21	M
938442677	450004707	20	M
938442676	450004707	21	M
938442675	450004707	19	M
938442674	450004707	19	M
938442673	450004707	18	M
938442672	450004707	20	M
938442671	450004707	18	M
938442670	450004707	19	M
938442669	450004707	21	M
938442668	450004707	19	M
938442667	450004707	22	M
938442666	450004707	21	M
938442665	450004707	24	M
938442664	450004707	21	M
938442663	450004707	19	M
938442662	450004707	19	M
938442661	450004707	18	M
938442660	450004707	19	M
938442659	450004707	20	M
938442658	450004707	20	M
938442657	450004707	23	M
938442656	450004707	23	M
938442655	450004707	19	M
938442654	450004707	23	M
938442653	450004707	19	M
938442652	450004707	21	M
938442651	450004707	39	M
938442650	450004707	23	M
938442649	450004707	19	M
938442648	450004707	22	M
938442647	450004707	25	M
938442646	450004707	21	M
938442645	450004707	19	M
938442644	450004707	18	M
938442643	450004707	23	M
938442642	450004707	20	M
938442641	450004707	18	M
938442640	450004707	50	M
938442639	450004707	19	M
938442638	450004707	19	M
938442637	450004707	23	M
938442636	450004707	24	M
938442635	450004707	18	M
938442634	450004707	23	M
938442633	450004707	20	M
938442632	450004707	19	M
938442631	450004707	23	M
938442630	450004707	23	M
938442629	450004707	19	M
938442628	450004707	22	M
938442627	450004707	22	M
938442626	450004707	23	M
938442625	450004707	19	M
938442624	450004707	19	M
938442623	450004707	21	M
938442622	450004707	19	M
938442621	450004707	24	M
938442620	450004707	21	M
938442619	450004707	23	M
938442618	450004707	18	M
938442617	450004707	19	M
938442616	450004707	18	M
938442615	450004707	19	M
938442614	450004707	21	M
938442613	450004707	19	M
938442612	450004707	18	M
938442611	450004707	33	M
938442610	450004707	20	M
938442609	450004707	19	M
938442608	450004707	24	M
938442607	450004707	18	M
938442606	450004707	24	M
938442605	450004707	24	M
938442604	450004707	29	M
938442603	450004707	20	M
938442602	450004707	18	M
938442601	450004707	19	M
938442600	450004707	18	M
938442599	450004707	19	M
938442598	450004707	18	M
938442597	450004707	18	M
938442596	450004707	22	M
938442595	450004707	22	M
938442594	450004707	18	M
938442593	450004707	19	M
938442592	450004707	28	M
938442591	450004707	19	M
938442590	450004707	19	M
938442589	450004707	23	M
938442588	450004707	19	M
938442587	450004707	18	M
938442586	450004707	19	M
938442585	450004707	24	M
938442584	450004707	18	M
938442583	450004707	20	M
938442582	450004707	18	M
938442581	450004707	19	M
938442580	450004707	19	M
938442579	450004707	18	M
938442578	450004707	19	M
938442577	450004707	23	M
938442576	450004707	21	M
938442575	450004707	18	M
938442574	450004707	19	M
938442573	450004707	18	M
938442572	450004707	19	M
938442571	450004707	20	M
938442570	450004707	20	M
938442569	450004707	20	M
938442568	450004707	20	M
938442567	450004707	22	M
938442566	450004707	21	M
938442565	450004707	20	M
938442564	450004707	20	M
938442563	450004707	20	M
938442562	450004707	24	M
938442561	450004707	19	M
938442560	450004707	18	M
938442559	450004707	20	M
938442558	450004707	19	M
938442557	450004707	19	M
938442556	450004707	19	M
938442555	450004707	20	M
938442554	450004707	23	M
938442553	450004707	21	M
938442552	450004707	18	M
938442551	450004707	18	M
938442550	450004707	20	M
938442549	450004707	18	M
938442548	450004707	20	M
938442547	450004707	22	M
938442546	450004707	20	M
938442545	450004707	19	M
938442544	450004707	20	M
938442543	450004707	21	M
938442542	450004707	18	M
938442541	450004707	20	M
938442540	450004707	21	M
938442539	450004707	37	M
938442538	450004707	18	M
938442537	450004707	24	M
938442536	450004707	18	M
938442535	450004707	18	M
938442534	450004707	20	M
938442533	450004707	19	M
938442532	450004707	19	M
938442531	450004707	18	M
938442530	450004707	18	M
938442529	450004707	23	M
938442528	450004707	19	M
938442527	450004707	19	M
938442526	450004707	19	M
938442525	450004707	20	M
938442524	450004707	18	M
938442523	450004707	18	M
938442522	450004707	19	M
938442521	450004707	24	M
938442520	450004707	22	M
938442519	450004707	22	M
938442518	450004707	22	M
938442517	450004707	19	M
938442516	450004707	24	M
938442515	450004707	18	M
938442514	450004707	21	M
938442513	450004707	24	M
938442512	450004707	18	M
938442511	450004707	19	M
938442510	450004707	19	M
938442509	450004707	19	M
938442508	450004707	24	M
938442507	450004707	21	M
938442506	450004707	18	M
938442505	450004707	28	M
938442504	450004707	20	M
938442503	450004707	23	M
938442502	450004707	23	M
938442501	450004707	19	M
938442500	450004707	21	M
938442499	450004707	18	M
938442498	450004707	20	M
938442497	450004707	21	M
938442496	450004707	19	M
938442495	450004707	29	M
938442494	450004707	19	M
938442493	450004707	23	M
938442492	450004707	18	M
938442491	450004707	18	M
938442490	450004707	24	M
938442489	450004707	20	M
938442488	450004707	21	M
938442487	450004707	20	M
938442486	450004707	19	M
938442485	450004707	18	M
938442484	450004707	20	M
938442483	450004707	18	M
938442482	450004707	18	M
938442481	450004707	18	M
938442480	450004707	19	M
938442479	450004707	21	M
938442478	450004707	18	M
938442477	450004707	21	M
938442476	450004707	19	M
938442475	450004707	20	M
938442474	450004707	18	M
938442473	450004707	19	M
938442472	450004707	24	M
938442471	450004707	19	M
938442470	450004707	19	M
938442469	450004707	18	M
938442468	450004707	19	M
938442467	450004707	19	M
938442466	450004707	19	M
938442465	450004707	19	M
938442464	450004707	25	M
938442463	450004707	22	M
938442462	450004707	22	M
938442461	450004707	19	M
938442460	450004707	34	M
938442459	450004707	19	M
938442458	450004707	19	M
938442457	450004707	21	M
938442456	450004707	18	M
938442455	450004707	22	M
938442454	450004707	55	M
938442453	450004707	20	M
938442452	450004707	19	M
938442451	450004707	19	M
938442450	450004707	19	M
938442449	450004707	19	M
938442448	450004707	21	M
938442447	450004707	23	M
938442446	450004707	22	M
938442445	450004707	19	M
938442444	450004707	18	M
938442443	450004707	19	M
938442442	450004707	18	M
938442441	450004707	19	M
938442440	450004707	19	M
938442439	450004707	19	M
938442438	450004707	23	M
938442437	450004707	21	M
938442436	450004707	19	M
938442435	450004707	33	M
938442434	450004707	34	M
938442433	450004707	23	M
938442432	450004707	19	M
938442431	450004707	19	M
938442430	450004707	18	M
938442429	450004707	23	M
938442428	450004707	23	M
938442427	450004707	18	M
938442426	450004707	22	M
938442425	450004707	19	M
938442424	450004707	21	M
938442423	450004707	24	M
938442422	450004707	22	M
938442421	450004707	22	M
938442420	450004707	19	M
938442419	450004707	20	M
938442418	450004707	19	M
938442417	450004707	19	M
938442416	450004707	19	M
938442415	450004707	20	M
938442414	450004707	19	M
938442413	450004707	19	M
938442412	450004707	19	M
938442411	450004707	22	M
938442410	450004707	19	M
938442409	450004707	18	M
938442408	450004707	22	M
938442407	450004707	19	M
938442406	450004707	20	M
938442405	450004707	18	M
938442404	450004707	19	M
938442403	450004707	28	M
938442402	450004707	19	M
938442401	450004707	22	M
938442400	450004707	23	M
938442399	450004707	24	M
938442398	450004707	20	M
938442397	450004707	19	M
938442396	450004707	23	M
938442395	450004707	23	M
938442394	450004707	22	M
938442393	450004707	23	M
938442392	450004707	18	M
938442391	450004707	22	M
938442390	450004707	19	M
938442389	450004707	18	M
938442388	450004707	26	M
938442387	450004707	18	M
938442386	450004707	29	M
938442385	450004707	19	M
938442384	450004707	22	M
938442383	450004707	23	M
938442382	450004707	22	M
938442381	450004707	21	M
938442380	450004707	24	M
938442379	450004707	20	M
938442378	450004707	19	M
938442377	450004707	19	M
938442376	450004707	41	M
938442375	450004707	19	M
938442374	450004707	18	M
938442373	450004707	18	M
938442372	450004707	22	M
938442371	450004707	21	M
938442370	450004707	24	M
938442369	450004707	23	M
938442368	450004707	19	M
938442367	450004707	18	M
938442366	450004707	24	M
938442365	450004707	19	M
938442364	450004707	22	M
938442363	450004707	21	M
938442362	450004707	20	M
938442361	450004707	19	M
938442360	450004707	19	M
938442359	450004707	21	M
938442358	450004707	19	M
938442357	450004707	19	M
938442356	450004707	19	M
938442355	450004707	19	M
938442354	450004707	40	M
938442353	450004707	19	M
938442352	450004707	18	M
938442351	450004707	20	M
938442350	450004707	18	M
938442349	450004707	20	M
938442348	450004707	18	M
938442347	450004707	19	M
938442346	450004707	19	M
938442345	450004707	20	M
938442344	450004707	18	M
938442343	450004707	19	M
938442342	450004707	21	M
938442341	450004707	18	M
938442340	450004707	18	M
938442339	450004707	22	M
938442338	450004707	22	M
938442337	450004707	18	M
938442336	450004707	19	M
938442335	450004707	18	M
938442334	450004707	19	M
938442333	450004707	24	M
938442332	450004707	18	M
938442331	450004707	20	M
938442330	450004707	21	M
938442329	450004707	21	M
938442328	450004707	18	M
938442327	450004707	20	M
938442326	450004707	19	M
938442325	450004707	18	M
938442324	450004707	19	M
938442323	450004707	19	M
938442322	450004707	19	M
938442321	450004707	23	M
938442320	450004707	20	M
938442319	450004707	28	M
938442318	450004707	18	M
938442317	450004707	24	M
938442316	450004707	19	M
938442315	450004707	22	M
938442314	450004707	26	M
938442313	450004707	24	M
938442312	450004707	18	M
938442311	450004707	19	M
938442310	450004707	19	M
938442309	450004707	19	M
938442308	450004707	18	M
938442307	450004707	19	M
938442306	450004707	18	M
938442305	450004707	18	M
938442304	450004707	21	M
938442303	450004707	24	M
938442302	450004707	21	M
938442301	450004707	21	M
938442300	450004707	19	M
938442299	450004707	20	M
938442298	450004707	24	M
938442297	450004707	18	M
938442296	450004707	24	M
938442295	450004707	19	M
938442294	450004707	19	M
938442293	450004707	20	M
938442292	450004707	21	M
938442291	450004707	22	M
938442290	450004707	19	M
938442289	450004707	24	M
938442288	450004707	26	M
938442287	450004707	21	M
938442286	450004707	20	M
938442285	450004707	19	M
938442284	450004707	22	M
938442283	450004707	20	M
938442282	450004707	20	M
938442281	450004707	20	M
938442280	450004707	21	M
938442279	450004707	19	M
938442278	450004707	19	M
938442277	450004707	19	M
938442276	450004707	19	M
938442275	450004707	19	M
938442274	450004707	19	M
938442273	450004707	19	M
938442272	450004707	22	M
938442271	450004707	20	M
938442270	450004707	18	M
938442269	450004707	20	M
938442268	450004707	19	M
938442267	450004707	21	M
938442266	450004707	20	M
938442265	450004707	19	M
938442264	450004707	20	M
938442263	450004707	26	M
938442262	450004707	23	M
938442261	450004707	18	M
938442260	450004707	18	M
938442259	450004707	19	M
938442258	450004707	18	M
938442257	450004707	22	M
938442256	450004707	19	M
938442255	450004707	19	M
938442254	450004707	19	M
938442253	450004707	19	M
938442252	450004707	21	M
938442251	450004707	19	M
938442250	450004707	23	M
938442249	450004707	19	M
938442248	450004707	21	M
938442247	450004707	21	M
938442246	450004707	19	M
938442245	450004707	24	M
938442244	450004707	18	M
938442243	450004707	18	M
938442242	450004707	19	M
938442241	450004707	19	M
938442240	450004707	20	M
938442239	450004707	19	M
938442238	450004707	22	M
938442237	450004707	23	M
938442236	450004707	27	M
938442235	450004707	23	M
938442234	450004707	21	M
938442233	450004707	19	M
938442232	450004707	21	M
938442231	450004707	19	M
938442230	450004707	19	M
938442229	450004707	26	M
938442228	450004707	18	M
938442227	450004707	22	M
938442226	450004707	21	M
938442225	450004707	33	M
938442224	450004707	19	M
938442223	450004707	19	M
938442222	450004707	19	M
938442221	450004707	23	M
938442220	450004707	19	M
938442219	450004707	19	M
938442218	450004707	18	M
938442217	450004707	22	M
938442216	450004707	18	M
938442215	450004707	22	M
938442214	450004707	23	M
938442213	450004707	19	M
938442212	450004707	22	M
938442211	450004707	19	M
938442210	450004707	21	M
938442209	450004707	19	M
938442208	450004707	23	M
938442207	450004707	19	M
938442206	450004707	22	M
938442205	450004707	20	M
938442204	450004707	19	M
938442203	450004707	22	M
938442202	450004707	19	M
938442201	450004707	22	M
938442200	450004707	19	M
938442199	450004707	20	M
938442198	450004707	20	M
938442197	450004707	18	M
938442196	450004707	23	M
938442195	450004707	18	M
938442194	450004707	24	M
938442193	450004707	21	M
938442192	450004707	19	M
938442191	450004707	18	M
938442190	450004707	24	M
938442189	450004707	22	M
938442188	450004707	18	M
938442187	450004707	19	M
938442186	450004707	19	M
938442185	450004707	23	M
938442184	450004707	22	M
938442183	450004707	21	M
938442182	450004707	31	M
938442181	450004707	22	M
938442180	450004707	18	M
938442179	450004707	19	M
938442178	450004707	22	M
938442177	450004707	20	M
938442176	450004707	19	M
938442175	450004707	18	M
938442174	450004707	19	M
938442173	450004707	18	M
938442172	450004707	18	M
938442171	450004707	24	M
938442170	450004707	21	M
938442169	450004707	20	M
938442168	450004707	18	M
938442167	450004707	21	M
938442166	450004707	18	M
938442165	450004707	20	M
938442164	450004707	20	M
938442163	450004707	18	M
938442162	450004707	18	M
938442161	450004707	19	M
938442160	450004707	21	M
938442159	450004707	24	M
938442158	450004707	18	M
938442157	450004707	18	M
938442156	450004707	22	M
938442155	450004707	19	M
938442154	450004707	24	M
938442153	450004707	19	M
938442152	450004707	19	M
938442151	450004707	21	M
938442150	450004707	23	M
938442149	450004707	19	M
938442148	450004707	18	M
938442147	450004707	20	M
938442146	450004707	19	M
938442145	450004707	18	M
938442144	450004707	22	M
938442143	450004707	19	M
938442142	450004707	22	M
938442141	450004707	19	M
938442140	450004707	19	M
938442139	450004707	21	M
938442138	450004707	28	M
938442137	450004707	23	M
938442136	450004707	23	M
938442135	450004707	22	M
938442134	450004707	18	M
938442133	450004707	19	M
938442132	450004707	18	M
938442131	450004707	19	M
938442130	450004707	18	M
938442129	450004707	18	M
938442128	450004707	21	M
938442127	450004707	23	M
938442126	450004707	20	M
938442125	450004707	20	M
938442124	450004707	19	M
938442123	450004707	27	M
938442122	450004707	21	M
938442121	450004707	19	M
938442120	450004707	20	M
938442119	450004707	19	M
938442118	450004707	20	M
938442117	450004707	19	M
938442116	450004707	18	M
938442115	450004707	18	M
938442114	450004707	22	M
938442113	450004707	19	M
938442112	450004707	18	M
938442111	450004707	20	M
938442110	450004707	20	M
938442109	450004707	19	M
938442108	450004707	19	M
938442107	450004707	18	M
938442106	450004707	22	M
938442105	450004707	18	M
938442104	450004707	18	M
938442103	450004707	19	M
938442102	450004707	24	M
938442101	450004707	22	M
938442100	450004707	18	M
938442099	450004707	22	M
938442098	450004707	21	M
938442097	450004707	22	M
938442096	450004707	19	M
938442095	450004707	18	M
938442094	450004707	19	M
938442093	450004707	22	M
938442092	450004707	24	M
938442091	450004707	20	M
938442090	450004707	21	M
938442089	450004707	19	M
938442088	450004707	19	M
938442087	450004707	21	M
938442086	450004707	19	M
938442085	450004707	27	M
938442084	450004707	18	M
938442083	450004707	23	M
938442082	450004707	19	M
938442081	450004707	22	M
938442080	450004707	19	M
938442079	450004707	19	M
938442078	450004707	21	M
938442077	450004707	22	M
938442076	450004707	25	M
938442075	450004707	18	M
938442074	450004707	18	M
938442073	450004707	19	M
938442072	450004707	28	M
938442071	450004707	18	M
938442070	450004707	20	M
938442069	450004707	19	M
938442068	450004707	19	M
938442067	450004707	24	M
938442066	450004707	19	M
938442065	450004707	19	M
938442064	450004707	19	M
938442063	450004707	22	M
938442062	450004707	19	M
938442061	450004707	24	M
938442060	450004707	22	M
938442059	450004707	24	M
938442058	450004707	23	M
938442057	450004707	20	M
938442056	450004707	21	M
938442055	450004707	22	M
938442054	450004707	19	M
938442053	450004707	19	M
938442052	450004707	19	M
938442051	450004707	20	M
938442050	450004707	21	M
938442049	450004707	21	M
938442048	450004707	19	M
938442047	450004707	19	M
938442046	450004707	20	M
938442045	450004707	26	M
938442044	450004707	18	M
938442043	450004707	22	M
938442042	450004707	23	M
938442041	450004707	24	M
938442040	450004707	46	M
938442039	450004707	22	M
938442038	450004707	20	M
938442037	450004707	19	M
938442036	450004707	19	M
938442035	450004707	20	M
938442034	450004707	19	M
938442033	450004707	19	M
938442032	450004707	19	M
938442031	450004707	19	M
938442030	450004707	19	M
938442029	450004707	20	M
938442028	450004707	23	M
938442027	450004707	19	M
938442026	450004707	24	M
938442025	450004707	22	M
938442024	450004707	19	M
938442023	450004707	23	M
938442022	450004707	21	M
938442021	450004707	21	M
938442020	450004707	18	M
938442019	450004707	24	M
938442018	450004707	22	M
938442017	450004707	19	M
938442016	450004707	19	M
938442015	450004707	19	M
938442014	450004707	19	M
938442013	450004707	20	M
938442012	450004707	18	M
938442011	450004707	24	M
938442010	450004707	18	M
938442009	450004707	19	M
938442008	450004707	22	M
938442007	450004707	19	M
938442006	450004707	20	M
938442005	450004707	20	M
938442004	450004707	22	M
938442003	450004707	20	M
938442002	450004707	22	M
938442001	450004707	18	M
938442000	450004707	19	M
938441999	450004707	19	M
938441998	450004707	19	M
938441997	450004707	20	M
938441996	450004707	20	M
938441995	450004707	18	M
938441994	450004707	24	M
938441993	450004707	18	M
938441992	450004707	18	M
938441991	450004707	20	M
938441990	450004707	22	M
938441989	450004707	19	M
938441988	450004707	18	M
938441987	450004707	18	M
938441986	450004707	24	M
938441985	450004707	23	M
938441984	450004707	19	M
938441983	450004707	19	M
938441982	450004707	19	M
938441981	450004707	24	M
938441980	450004707	20	M
938441979	450004707	18	M
938441978	450004707	18	M
938441977	450004707	42	M
938441976	450004707	19	M
938441975	450004707	28	M
938441974	450004707	24	M
938441973	450004707	24	M
938441972	450004707	20	M
938441971	450004707	19	M
938441970	450004707	21	M
938441969	450004707	19	M
938441968	450004707	21	M
938441967	450004707	19	M
938441966	450004707	21	M
938441965	450004707	18	M
938441964	450004707	19	M
938441963	450004707	29	M
938441962	450004707	19	M
938441961	450004707	22	M
938441960	450004707	23	M
938441959	450004707	20	M
938441958	450004707	20	M
938441957	450004707	19	M
938441956	450004707	24	M
938441955	450004707	18	M
938441954	450004707	22	M
938441953	450004707	22	M
938441952	450004707	19	M
938441951	450004707	19	M
938441950	450004707	20	M
938441949	450004707	18	M
938441948	450004707	18	M
938441947	450004707	19	M
938441946	450004707	21	M
938441945	450004707	19	M
938441944	450004707	19	M
938441943	450004707	19	M
938441942	450004707	25	M
938441941	450004707	28	M
938441940	450004707	19	M
938441939	450004707	23	M
938441938	450004707	23	M
938441937	450004707	23	M
938441936	450004707	20	M
938441935	450004707	19	M
938441934	450004707	20	M
938441933	450004707	21	M
938441932	450004707	18	M
938441931	450004707	19	M
938441930	450004707	19	M
938441929	450004707	22	M
938441928	450004707	22	M
938441927	450004707	21	M
938441926	450004707	18	M
938441925	450004707	19	M
938441924	450004707	18	M
938441923	450004707	23	M
938441922	450004707	19	M
938441921	450004707	19	M
938441920	450004707	18	M
938441919	450004707	21	M
938441918	450004707	20	M
938441917	450004707	19	M
938441916	450004707	19	M
938441915	450004707	18	M
938441914	450004707	19	M
938441913	450004707	26	M
938441912	450004707	19	M
938441911	450004707	21	M
938441910	450004707	19	M
938441909	450004707	19	M
938441908	450004707	19	M
938441907	450004707	19	M
938441906	450004707	20	M
938441905	450004707	18	M
938441904	450004707	20	M
938441903	450004707	19	M
938441902	450004707	19	M
938441901	450004707	24	M
938441900	450004707	19	M
